Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected
2017-08-31-Cengage.md,2017,08,31,Cengage.md,Takedown,3
2017-08-31-Cycorp.md,2017,08,31,Cycorp.md,Takedown,1
2017-08-31-OReilly.md,2017,08,31,OReilly.md,Takedown,2
2017-08-31-Pearson.md,2017,08,31,Pearson.md,Takedown,2
2017-08-31-SublimeText.md,2017,08,31,SublimeText.md,Takedown,1
2017-09-01-ProfileImage-CounterNotice.md,2017,09,01,ProfileImage-CounterNotice.md,Counter Notice,1
2017-09-04-Carson-Dellosa.md,2017,09,04,Carson-Dellosa.md,Takedown,1
2017-09-04-GoPro.md,2017,09,04,GoPro.md,Takedown,4
2017-09-04-Ida.md,2017,09,04,Ida.md,Takedown,14
2017-09-04-Leanpub.md,2017,09,04,Leanpub.md,Takedown,1
2017-09-04-MetaQuotes.md,2017,09,04,MetaQuotes.md,Takedown,5
2017-09-04-OffensiveSecurity.md,2017,09,04,OffensiveSecurity.md,Takedown,1
2017-09-04-Penguin-2.md,2017,09,04,Penguin-2.md,Takedown,1
2017-09-04-Penguin-3.md,2017,09,04,Penguin-3.md,Takedown,1
2017-09-04-Penguin-4.md,2017,09,04,Penguin-4.md,Takedown,1
2017-09-04-Penguin-5.md,2017,09,04,Penguin-5.md,Takedown,2
2017-09-04-Penguin.md,2017,09,04,Penguin.md,Takedown,2
2017-09-04-Random-House-2.md,2017,09,04,Random-House-2.md,Takedown,1
2017-09-04-Spinify.md,2017,09,04,Spinify.md,Takedown,1
2017-09-04-VGPRO.md,2017,09,04,VGPRO.md,Takedown,1
2017-09-05-Bektayev.md,2017,09,05,Bektayev.md,Takedown,1
2017-09-05-FHAdmin.md,2017,09,05,FHAdmin.md,Takedown,26
2017-09-05-I&TBrand.md,2017,09,05,I&TBrand.md,Takedown,1
2017-09-05-Medoo.md,2017,09,05,Medoo.md,Takedown,1
2017-09-05-Moody-2.md,2017,09,05,Moody-2.md,Takedown,1
2017-09-05-Moody.md,2017,09,05,Moody.md,Takedown,1
2017-09-05-Oxford.md,2017,09,05,Oxford.md,Takedown,1
2017-09-05-RandomHouse.md,2017,09,05,RandomHouse.md,Takedown,1
2017-09-05-RhythmTool.md,2017,09,05,RhythmTool.md,Takedown,2
2017-09-05-Skybox.md,2017,09,05,Skybox.md,Takedown,1
2017-09-06-EloBuddy.md,2017,09,06,EloBuddy.md,Takedown,1
2017-09-06-Hitchhikers-Ggplot2.md,2017,09,06,Hitchhikers-Ggplot2.md,Takedown,5
2017-09-06-Skybox-2.md,2017,09,06,Skybox-2.md,Takedown,7
2017-09-07-ASEE.md,2017,09,07,ASEE.md,Takedown,1
2017-09-07-ElectronicArts-2.md,2017,09,07,ElectronicArts-2.md,Takedown,3
2017-09-07-ElectronicArts.md,2017,09,07,ElectronicArts.md,Takedown,2
2017-09-07-FHAdmin-Counternotice.md,2017,09,07,FHAdmin-Counternotice.md,Counter Notice,1
2017-09-07-Ida.md,2017,09,07,Ida.md,Takedown,1
2017-09-07-Spinify.md,2017,09,07,Spinify.md,Takedown,2
2017-09-07-Vladiate.md,2017,09,07,Vladiate.md,Takedown,1
2017-09-07-Vocalink.md,2017,09,07,Vocalink.md,Takedown,1
2017-09-08-FHAdmin.md,2017,09,08,FHAdmin.md,Takedown,10
2017-09-08-MemeWallet.md,2017,09,08,MemeWallet.md,Takedown,1
2017-09-11-ATT.md,2017,09,11,ATT.md,Takedown,1
2017-09-11-InfamousGangsters.md,2017,09,11,InfamousGangsters.md,Takedown,1
2017-09-11-OReilly.md,2017,09,11,OReilly.md,Takedown,1
2017-09-12-DK-US.md,2017,09,12,DK-US.md,Takedown,1
2017-09-12-Elektrokit.md,2017,09,12,Elektrokit.md,Takedown,1
2017-09-12-Eureka.md,2017,09,12,Eureka.md,Takedown,1
2017-09-12-Mobiscroll.md,2017,09,12,Mobiscroll.md,Takedown,13
2017-09-12-PenguinUK.md,2017,09,12,PenguinUK.md,Takedown,1
2017-09-12-RandomHouse.md,2017,09,12,RandomHouse.md,Takedown,1
2017-09-12-RandomHouseAustralia.md,2017,09,12,RandomHouseAustralia.md,Takedown,1
2017-09-12-SimonSchuster.md,2017,09,12,SimonSchuster.md,Takedown,1
2017-09-12-Zsky.md,2017,09,12,Zsky.md,Takedown,1
2017-09-14-Astrill.md,2017,09,14,Astrill.md,Takedown,7
2017-09-14-Bonnier.md,2017,09,14,Bonnier.md,Takedown,1
2017-09-14-Broker-Professions.md,2017,09,14,Broker-Professions.md,Takedown,1
2017-09-14-EVP.md,2017,09,14,EVP.md,Takedown,1
2017-09-14-FHAdmin-2.md,2017,09,14,FHAdmin-2.md,Takedown,1
2017-09-14-FHAdmin.md,2017,09,14,FHAdmin.md,Takedown,3
2017-09-14-InfamousGangsters-CounterNotice.md,2017,09,14,InfamousGangsters-CounterNotice.md,Counter Notice,1
2017-09-14-Kata.md,2017,09,14,Kata.md,Takedown,1
2017-09-14-MITPress.md,2017,09,14,MITPress.md,Takedown,1
2017-09-14-NihonAdSystems-2.md,2017,09,14,NihonAdSystems-2.md,Takedown,5
2017-09-14-NihonAdSystems.md,2017,09,14,NihonAdSystems.md,Takedown,6
2017-09-14-NSTA.md,2017,09,14,NSTA.md,Takedown,1
2017-09-14-Oxford.md,2017,09,14,Oxford.md,Takedown,1
2017-09-14-Penguin-2.md,2017,09,14,Penguin-2.md,Takedown,1
2017-09-14-Penguin.md,2017,09,14,Penguin.md,Takedown,3
2017-09-14-Princeton.md,2017,09,14,Princeton.md,Takedown,1
2017-09-14-RandomHouse-2.md,2017,09,14,RandomHouse-2.md,Takedown,2
2017-09-14-RandomHouse.md,2017,09,14,RandomHouse.md,Takedown,1
2017-09-14-Stereoarts.md,2017,09,14,Stereoarts.md,Takedown,1
2017-09-14-Webkul.md,2017,09,14,Webkul.md,Takedown,24
2017-09-14-WPDomainChecker.md,2017,09,14,WPDomainChecker.md,Takedown,1
2017-09-14-zsky.md,2017,09,14,zsky.md,Takedown,6
2017-09-15-ElektroKit.md,2017,09,15,ElektroKit.md,Takedown,4
2017-09-18-EVP5.md,2017,09,18,EVP5.md,Takedown,16
2017-09-18-FHAdmin.md,2017,09,18,FHAdmin.md,Takedown,21
2017-09-18-Gaia.md,2017,09,18,Gaia.md,Takedown,1
2017-09-18-HoughtonMifflin.md,2017,09,18,HoughtonMifflin.md,Takedown,1
2017-09-18-Kensington.md,2017,09,18,Kensington.md,Takedown,1
2017-09-18-MarkMonitor.md,2017,09,18,MarkMonitor.md,Takedown,1
2017-09-18-Penguin.md,2017,09,18,Penguin.md,Takedown,1
2017-09-18-RandomHouse-2.md,2017,09,18,RandomHouse-2.md,Takedown,2
2017-09-18-RandomHouse-3.md,2017,09,18,RandomHouse-3.md,Takedown,2
2017-09-18-RandomHouse-4.md,2017,09,18,RandomHouse-4.md,Takedown,1
2017-09-18-Ring.md,2017,09,18,Ring.md,Takedown,1
2017-09-18-SingularityStudios.md,2017,09,18,SingularityStudios.md,Takedown,1
2017-09-19-Carson-Dellosa.md,2017,09,19,Carson-Dellosa.md,Takedown,4
2017-09-19-Gaia-2.md,2017,09,19,Gaia-2.md,Takedown,1
2017-09-19-Gaia-3.md,2017,09,19,Gaia-3.md,Takedown,1
2017-09-19-Gaia-4.md,2017,09,19,Gaia-4.md,Takedown,1
2017-09-19-Gaia-5.md,2017,09,19,Gaia-5.md,Takedown,1
2017-09-19-Gaia-6.md,2017,09,19,Gaia-6.md,Takedown,1
2017-09-19-Gaia-7.md,2017,09,19,Gaia-7.md,Takedown,1
2017-09-19-Gaia-8.md,2017,09,19,Gaia-8.md,Takedown,1
2017-09-19-Gaia-9.md,2017,09,19,Gaia-9.md,Takedown,1
2017-09-19-Gaia-10.md,2017,09,19,Gaia-10.md,Takedown,1
2017-09-19-Gaia-11.md,2017,09,19,Gaia-11.md,Takedown,1
2017-09-19-Gaia-12.md,2017,09,19,Gaia-12.md,Takedown,1
2017-09-19-Gaia-13.md,2017,09,19,Gaia-13.md,Takedown,1
2017-09-19-Gaia-14.md,2017,09,19,Gaia-14.md,Takedown,1
2017-09-19-Gaia-15.md,2017,09,19,Gaia-15.md,Takedown,1
2017-09-19-Gaia-16.md,2017,09,19,Gaia-16.md,Takedown,1
2017-09-19-Gaia.md,2017,09,19,Gaia.md,Takedown,1
2017-09-19-Magento.md,2017,09,19,Magento.md,Takedown,1
2017-09-19-OReilly.md,2017,09,19,OReilly.md,Takedown,1
2017-09-19-Oxford.md,2017,09,19,Oxford.md,Takedown,1
2017-09-19-Webkul.md,2017,09,19,Webkul.md,Takedown,1
2017-09-20-FloatingFields.md,2017,09,20,FloatingFields.md,Takedown,1
2017-09-20-Pearson.md,2017,09,20,Pearson.md,Takedown,2
2017-09-21-Candlewick-2.md,2017,09,21,Candlewick-2.md,Takedown,5
2017-09-21-Candlewick.md,2017,09,21,Candlewick.md,Takedown,2
2017-09-21-Carleton.md,2017,09,21,Carleton.md,Takedown,1
2017-09-21-VIZMedia.md,2017,09,21,VIZMedia.md,Takedown,1
2017-09-21-Webkul-2.md,2017,09,21,Webkul-2.md,Takedown,1
2017-09-21-Webkul.md,2017,09,21,Webkul.md,Takedown,1
2017-09-22-Carleton.md,2017,09,22,Carleton.md,Takedown,1
2017-09-22-DK.md,2017,09,22,DK.md,Takedown,1
2017-09-22-DofusTouch.md,2017,09,22,DofusTouch.md,Takedown,3
2017-09-22-NetEase.md,2017,09,22,NetEase.md,Takedown,8
2017-09-25-Alitech.md,2017,09,25,Alitech.md,Takedown,1
2017-09-25-Baidu.md,2017,09,25,Baidu.md,Takedown,1
2017-09-25-Cheniere.md,2017,09,25,Cheniere.md,Takedown,1
2017-09-25-COLR.md,2017,09,25,COLR.md,Takedown,2
2017-09-25-HoughtonMifflin.md,2017,09,25,HoughtonMifflin.md,Takedown,1
2017-09-25-OCR.md,2017,09,25,OCR.md,Takedown,1
2017-09-25-OxfordUniversityPress.md,2017,09,25,OxfordUniversityPress.md,Takedown,1
2017-09-25-Qualcomm.md,2017,09,25,Qualcomm.md,Takedown,11
2017-09-25-RandomHouse.md,2017,09,25,RandomHouse.md,Takedown,23
2017-09-26-ElectronicArts.md,2017,09,26,ElectronicArts.md,Takedown,2
2017-09-26-JSECoin.md,2017,09,26,JSECoin.md,Takedown,1
2017-09-26-Qualcomm.md,2017,09,26,Qualcomm.md,Takedown,9
2017-09-26-WASP.md,2017,09,26,WASP.md,Takedown,1
2017-09-26-Webkul.md,2017,09,26,Webkul.md,Takedown,1
2017-09-27-Altis.md,2017,09,27,Altis.md,Takedown,4
2017-09-27-Attributor.md,2017,09,27,Attributor.md,Takedown,2
2017-09-27-CardQuiry.md,2017,09,27,CardQuiry.md,Takedown,1
2017-09-27-Coinigy.md,2017,09,27,Coinigy.md,Takedown,1
2017-09-27-ElectronicArts.md,2017,09,27,ElectronicArts.md,Takedown,4
2017-09-27-Optos.md,2017,09,27,Optos.md,Takedown,1
2017-09-27-Webkul.md,2017,09,27,Webkul.md,Takedown,1
2017-09-27-Wiley.md,2017,09,27,Wiley.md,Takedown,1
2017-09-28-Accenture.md,2017,09,28,Accenture.md,Takedown,1
2017-09-28-AmTrust.md,2017,09,28,AmTrust.md,Takedown,1
2017-09-28-CambridgeMobile.md,2017,09,28,CambridgeMobile.md,Takedown,20
2017-09-28-Codility.md,2017,09,28,Codility.md,Takedown,5
2017-09-28-OReilly.md,2017,09,28,OReilly.md,Takedown,1
2017-09-28-StainSystem.md,2017,09,28,StainSystem.md,Takedown,1
2017-09-28-StereoArts.md,2017,09,28,StereoArts.md,Takedown,2
2017-09-28-Tencent.md,2017,09,28,Tencent.md,Takedown,2
2017-09-29-DofusTouch.md,2017,09,29,DofusTouch.md,Takedown,1
2017-09-29-Esri.md,2017,09,29,Esri.md,Takedown,1
2017-09-29-Insyde.md,2017,09,29,Insyde.md,Takedown,1
2017-10-02-AndroidProject.md,2017,10,02,AndroidProject.md,Takedown,1
2017-10-02-CardQuiry.md,2017,10,02,CardQuiry.md,Takedown,8
2017-10-02-CTU.md,2017,10,02,CTU.md,Takedown,1
2017-10-02-SublimeText.md,2017,10,02,SublimeText.md,Takedown,61
2017-10-02-TestDome.md,2017,10,02,TestDome.md,Takedown,1
2017-10-02-Unity.md,2017,10,02,Unity.md,Takedown,1
2017-10-03-CurrencyConverter.md,2017,10,03,CurrencyConverter.md,Takedown,1
2017-10-03-Qualcomm.md,2017,10,03,Qualcomm.md,Takedown,27
2017-10-03-Sangfor.md,2017,10,03,Sangfor.md,Takedown,3
2017-10-04-AmTrust.md,2017,10,04,AmTrust.md,Takedown,1
2017-10-04-KPMG.md,2017,10,04,KPMG.md,Takedown,1
2017-10-04-Mondadori.md,2017,10,04,Mondadori.md,Takedown,2
2017-10-04-PhantomClicker.md,2017,10,04,PhantomClicker.md,Takedown,1
2017-10-04-TradingView.md,2017,10,04,TradingView.md,Takedown,21
2017-10-05-Accenture.md,2017,10,05,Accenture.md,Takedown,3
2017-10-05-Bet98vn.md,2017,10,05,Bet98vn.md,Takedown,2
2017-10-05-Broadcom.md,2017,10,05,Broadcom.md,Takedown,1
2017-10-05-Eltima.md,2017,10,05,Eltima.md,Takedown,1
2017-10-05-GeneticAlgorithm.md,2017,10,05,GeneticAlgorithm.md,Takedown,1
2017-10-05-Jetbrains.md,2017,10,05,Jetbrains.md,Takedown,34
2017-10-05-NTTData.md,2017,10,05,NTTData.md,Takedown,1
2017-10-05-Stereoarts.md,2017,10,05,Stereoarts.md,Takedown,1
2017-10-06-katalon.md,2017,10,06,katalon.md,Takedown,1
2017-10-09-DungeonMaster.md,2017,10,09,DungeonMaster.md,Takedown,8
2017-10-10-Broadcom-2.md,2017,10,10,Broadcom-2.md,Takedown,1
2017-10-10-Broadcom-3.md,2017,10,10,Broadcom-3.md,Takedown,1
2017-10-10-Broadcom-4.md,2017,10,10,Broadcom-4.md,Takedown,1
2017-10-10-Broadcom-5.md,2017,10,10,Broadcom-5.md,Takedown,1
2017-10-10-Broadcom-6.md,2017,10,10,Broadcom-6.md,Takedown,1
2017-10-10-Broadcom-7.md,2017,10,10,Broadcom-7.md,Takedown,1
2017-10-10-Broadcom-8.md,2017,10,10,Broadcom-8.md,Takedown,1
2017-10-10-Broadcom-9.md,2017,10,10,Broadcom-9.md,Takedown,1
2017-10-10-Broadcom-10.md,2017,10,10,Broadcom-10.md,Takedown,1
2017-10-10-Broadcom-11.md,2017,10,10,Broadcom-11.md,Takedown,1
2017-10-10-Broadcom-12.md,2017,10,10,Broadcom-12.md,Takedown,1
2017-10-10-Broadcom-13.md,2017,10,10,Broadcom-13.md,Takedown,1
2017-10-10-Broadcom-14.md,2017,10,10,Broadcom-14.md,Takedown,1
2017-10-10-Broadcom-15.md,2017,10,10,Broadcom-15.md,Takedown,1
2017-10-10-Broadcom-16.md,2017,10,10,Broadcom-16.md,Takedown,1
2017-10-10-Broadcom-17.md,2017,10,10,Broadcom-17.md,Takedown,1
2017-10-10-GreenEstate.md,2017,10,10,GreenEstate.md,Takedown,1
2017-10-10-JaaneKyun.md,2017,10,10,JaaneKyun.md,Takedown,1
2017-10-10-Myecobee.md,2017,10,10,Myecobee.md,Takedown,1
2017-10-10-Unity-2.md,2017,10,10,Unity-2.md,Takedown,3
2017-10-10-Unity.md,2017,10,10,Unity.md,Takedown,1
2017-10-10-v3.md,2017,10,10,v3.md,Takedown,1
2017-10-11-InteractiveIntelligence.md,2017,10,11,InteractiveIntelligence.md,Takedown,1
2017-10-11-Wizlearn.md,2017,10,11,Wizlearn.md,Takedown,1
2017-10-12-ALI.md,2017,10,12,ALI.md,Takedown,24
2017-10-12-AzureDragon.md,2017,10,12,AzureDragon.md,Takedown,1
2017-10-12-Broadcom.md,2017,10,12,Broadcom.md,Takedown,2
2017-10-12-DungeonMaster-Retraction.md,2017,10,12,DungeonMaster-Retraction.md,Takedown,2
2017-10-12-Pearson.md,2017,10,12,Pearson.md,Takedown,1
2017-10-12-PureCloud.md,2017,10,12,PureCloud.md,Takedown,1
2017-10-13-Meganavbar.md,2017,10,13,Meganavbar.md,Takedown,1
2017-10-13-newznab.md,2017,10,13,newznab.md,Takedown,1
2017-10-13-Stereoarts.md,2017,10,13,Stereoarts.md,Takedown,1
2017-10-14-Cengage.md,2017,10,14,Cengage.md,Takedown,1
2017-10-16-AnimatedGifPlayer.md,2017,10,16,AnimatedGifPlayer.md,Takedown,1
2017-10-16-Blizzard.md,2017,10,16,Blizzard.md,Takedown,1
2017-10-16-Cerberus.md,2017,10,16,Cerberus.md,Takedown,3
2017-10-16-LANDI.md,2017,10,16,LANDI.md,Takedown,2
2017-10-16-Mobiscroll.md,2017,10,16,Mobiscroll.md,Takedown,5
2017-10-16-Stereoarts.md,2017,10,16,Stereoarts.md,Takedown,1
2017-10-16-Zygor.md,2017,10,16,Zygor.md,Takedown,1
2017-10-17-AMD.md,2017,10,17,AMD.md,Takedown,1
2017-10-17-Cengage.md,2017,10,17,Cengage.md,Takedown,2
2017-10-17-OxfordPress.md,2017,10,17,OxfordPress.md,Takedown,4
2017-10-18-CameraKit.md,2017,10,18,CameraKit.md,Takedown,1
2017-10-19-Carson-Dellosa.md,2017,10,19,Carson-Dellosa.md,Takedown,4
2017-10-19-LANDI.md,2017,10,19,LANDI.md,Takedown,3
2017-10-19-myrepo.md,2017,10,19,myrepo.md,Takedown,1
2017-10-19-WebSecNotes.md,2017,10,19,WebSecNotes.md,Takedown,17
2017-10-19-WorldQuant.md,2017,10,19,WorldQuant.md,Takedown,1
2017-10-19-XPOSP.md,2017,10,19,XPOSP.md,Takedown,1
2017-10-20-Synology.md,2017,10,20,Synology.md,Takedown,1
2017-10-23-Mondadori.md,2017,10,23,Mondadori.md,Takedown,1
2017-10-23-Target.md,2017,10,23,Target.md,Takedown,1
2017-10-24-Aetna.md,2017,10,24,Aetna.md,Takedown,1
2017-10-24-Iceberg.md,2017,10,24,Iceberg.md,Takedown,1
2017-10-24-Pearson.md,2017,10,24,Pearson.md,Takedown,1
2017-10-24-Simon&Schuster.md,2017,10,24,Simon&Schuster.md,Takedown,1
2017-10-25-Fuse.md,2017,10,25,Fuse.md,Takedown,19
2017-10-25-Kevin-and-Fred.md,2017,10,25,Kevin-and-Fred.md,Takedown,1
2017-10-25-Stereoarts.md,2017,10,25,Stereoarts.md,Takedown,1
2017-10-26-Basemark.md,2017,10,26,Basemark.md,Takedown,2
2017-10-26-Carson-Dellosa.md,2017,10,26,Carson-Dellosa.md,Takedown,1
2017-10-26-EpicGames.md,2017,10,26,EpicGames.md,Takedown,1
2017-10-26-Molenari.md,2017,10,26,Molenari.md,Takedown,1
2017-10-26-Pearson.md,2017,10,26,Pearson.md,Takedown,1
2017-10-27-Microsoft.md,2017,10,27,Microsoft.md,Takedown,1
2017-10-30-Attributor.md,2017,10,30,Attributor.md,Takedown,1
2017-10-30-EasySave.md,2017,10,30,EasySave.md,Takedown,18
2017-10-30-HoughtonMifflin.md,2017,10,30,HoughtonMifflin.md,Takedown,4
2017-10-30-Penguin.md,2017,10,30,Penguin.md,Takedown,1
2017-10-30-QIWI.md,2017,10,30,QIWI.md,Takedown,1
2017-10-30-Slack.md,2017,10,30,Slack.md,Takedown,1
2017-10-31-Cengage.md,2017,10,31,Cengage.md,Takedown,1
2017-10-31-halk.md,2017,10,31,halk.md,Takedown,2
2017-10-31-hashbot.md,2017,10,31,hashbot.md,Takedown,1
2017-10-31-MetaQuotes.md,2017,10,31,MetaQuotes.md,Takedown,4
2017-10-31-Pearson.md,2017,10,31,Pearson.md,Takedown,1
2017-10-31-PHP-Poker.md,2017,10,31,PHP-Poker.md,Takedown,1
2017-10-31-yCopp.md,2017,10,31,yCopp.md,Takedown,1
2017-11-01-CasaiQ.md,2017,11,01,CasaiQ.md,Takedown,3
2017-05-22-Pearson.md,2017,05,22,Pearson.md,Takedown,1
2017-11-01-Directory.md,2017,11,01,Directory.md,Takedown,1
2017-11-01-IllusionRanch.md,2017,11,01,IllusionRanch.md,Takedown,1
2017-11-01-Prestashop.md,2017,11,01,Prestashop.md,Takedown,1
2017-11-1-Webkul.md,2017,11,1-,ebkul.md,Takedown,1
2017-11-01-WGU.md,2017,11,01,WGU.md,Takedown,1
2017-11-01-WQU.md,2017,11,01,WQU.md,Takedown,5
2017-11-02-BestWestern.md,2017,11,02,BestWestern.md,Takedown,1
2017-11-02-Cambridge-2.md,2017,11,02,Cambridge-2.md,Takedown,6
2017-11-02-Cambridge-3.md,2017,11,02,Cambridge-3.md,Takedown,2
2017-11-02-Cambridge.md,2017,11,02,Cambridge.md,Takedown,1
2017-11-02-proj.md,2017,11,02,proj.md,Takedown,1
2017-11-02-SAML.md,2017,11,02,SAML.md,Takedown,1
2017-11-02-Steam.md,2017,11,02,Steam.md,Takedown,8
2017-11-02-ycopp.md,2017,11,02,ycopp.md,Takedown,1
2017-11-03-Accenture.md,2017,11,03,Accenture.md,Takedown,1
2017-11-03-Blizzard.md,2017,11,03,Blizzard.md,Takedown,1
2017-11-03-hrpure.md,2017,11,03,hrpure.md,Takedown,3
2017-11-03-Udemy.md,2017,11,03,Udemy.md,Takedown,1
2017-11-06-1776.md,2017,11,06,1776.md,Takedown,1
2017-11-06-Attributor.md,2017,11,06,Attributor.md,Takedown,1
2017-11-06-AzerCMS.md,2017,11,06,AzerCMS.md,Takedown,1
2017-11-06-CapitalOne.md,2017,11,06,CapitalOne.md,Takedown,5
2017-11-06-Codility.md,2017,11,06,Codility.md,Takedown,1
2017-11-06-EpicGames.md,2017,11,06,EpicGames.md,Takedown,44
2017-11-06-Hamsters.md,2017,11,06,Hamsters.md,Takedown,2
2017-11-06-Lara-Ads.md,2017,11,06,Lara-Ads.md,Takedown,10
2017-11-06-Magento-2.md,2017,11,06,Magento-2.md,Takedown,1
2017-11-06-Magento-3.md,2017,11,06,Magento-3.md,Takedown,1
2017-11-06-Magento-4.md,2017,11,06,Magento-4.md,Takedown,1
2017-11-06-Magento-5.md,2017,11,06,Magento-5.md,Takedown,1
2017-11-06-Magento-6.md,2017,11,06,Magento-6.md,Takedown,1
2017-11-06-Magento-7.md,2017,11,06,Magento-7.md,Takedown,1
2017-11-06-Magento-8.md,2017,11,06,Magento-8.md,Takedown,1
